,date_local,county_code,site_number,parameter,sample_duration,pollutant_standard,validity_indicator,arithmetic_mean,first_max_value,aqi,local_site_name,state
0,11/29/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.027308,0.028999999999999998,27.0,PERCH RIVER,New York
1,11/28/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.028429000000000003,0.031,29.0,PERCH RIVER,New York
9,11/27/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.018118000000000002,0.02,19.0,PERCH RIVER,New York
13,11/26/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.015706,0.021,19.0,PERCH RIVER,New York
17,11/25/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.024714,0.027000000000000003,25.0,PERCH RIVER,New York
21,11/24/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.027647,0.033,31.0,PERCH RIVER,New York
25,11/23/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.018941,0.023,21.0,PERCH RIVER,New York
29,11/22/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.018643,0.02,19.0,PERCH RIVER,New York
33,11/21/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.020412,0.023,21.0,PERCH RIVER,New York
37,11/20/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.034941,0.039,36.0,PERCH RIVER,New York
41,11/19/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.033643,0.034,31.0,PERCH RIVER,New York
45,11/18/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.026647000000000004,0.033,31.0,PERCH RIVER,New York
49,11/17/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.030824,0.032,30.0,PERCH RIVER,New York
53,11/16/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.030643,0.032,30.0,PERCH RIVER,New York
57,11/15/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.032,0.034,31.0,PERCH RIVER,New York
61,11/14/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.024824000000000002,0.031,29.0,PERCH RIVER,New York
65,11/13/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.021643,0.024,22.0,PERCH RIVER,New York
69,11/12/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.015941,0.026000000000000002,24.0,PERCH RIVER,New York
73,11/11/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.025118,0.028999999999999998,27.0,PERCH RIVER,New York
77,11/10/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.035713999999999996,0.038,35.0,PERCH RIVER,New York
81,11/9/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.036470999999999996,0.046,43.0,PERCH RIVER,New York
85,11/8/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.039,0.055,51.0,PERCH RIVER,New York
89,11/7/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.052071000000000006,0.057,58.0,PERCH RIVER,New York
93,11/6/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.048059,0.05,46.0,PERCH RIVER,New York
97,11/5/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.041294,0.045,42.0,PERCH RIVER,New York
101,11/4/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.036643,0.038,35.0,PERCH RIVER,New York
105,11/3/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.021647,0.026000000000000002,24.0,PERCH RIVER,New York
109,11/2/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.032412,0.035,32.0,PERCH RIVER,New York
113,11/1/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.024714,0.027000000000000003,25.0,PERCH RIVER,New York
117,10/31/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.027882,0.03,28.0,PERCH RIVER,New York
121,10/30/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.018294,0.03,28.0,PERCH RIVER,New York
125,10/29/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.022286,0.025,23.0,PERCH RIVER,New York
129,10/28/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.023528999999999998,0.027000000000000003,25.0,PERCH RIVER,New York
133,10/27/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.018059,0.021,19.0,PERCH RIVER,New York
137,10/26/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.0145,0.017,16.0,PERCH RIVER,New York
141,10/25/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.026588,0.031,29.0,PERCH RIVER,New York
145,10/24/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.022647,0.025,23.0,PERCH RIVER,New York
149,10/23/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.034643,0.037000000000000005,34.0,PERCH RIVER,New York
153,10/22/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.016881999999999998,0.022000000000000002,20.0,PERCH RIVER,New York
157,10/21/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.015118000000000001,0.026000000000000002,24.0,PERCH RIVER,New York
161,10/20/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.023857,0.026000000000000002,24.0,PERCH RIVER,New York
165,10/19/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.016294,0.02,19.0,PERCH RIVER,New York
169,10/18/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.04,0.040999999999999995,38.0,PERCH RIVER,New York
173,10/17/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.032214,0.038,35.0,PERCH RIVER,New York
177,10/16/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.016529,0.026000000000000002,24.0,PERCH RIVER,New York
181,10/15/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.033588,0.043,40.0,PERCH RIVER,New York
185,10/14/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.030786,0.035,32.0,PERCH RIVER,New York
189,10/13/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.021765,0.027999999999999997,26.0,PERCH RIVER,New York
193,10/12/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.027764999999999998,0.033,31.0,PERCH RIVER,New York
197,10/11/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.022928999999999998,0.025,23.0,PERCH RIVER,New York
201,10/10/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.031353,0.043,40.0,PERCH RIVER,New York
209,10/8/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.019786,0.024,22.0,PERCH RIVER,New York
213,10/6/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.035941,0.037000000000000005,34.0,PERCH RIVER,New York
214,10/5/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.025929,0.03,28.0,PERCH RIVER,New York
215,10/4/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.027000000000000003,0.034,31.0,PERCH RIVER,New York
216,10/7/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.026118000000000002,0.034,31.0,PERCH RIVER,New York
229,10/3/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.017118,0.026000000000000002,24.0,PERCH RIVER,New York
230,10/2/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.017856999999999998,0.027999999999999997,26.0,PERCH RIVER,New York
231,10/1/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.024571,0.027999999999999997,26.0,PERCH RIVER,New York
240,9/30/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.029352999999999997,0.03,28.0,PERCH RIVER,New York
245,9/29/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.018213999999999998,0.027000000000000003,25.0,PERCH RIVER,New York
249,9/28/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.035470999999999996,0.038,35.0,PERCH RIVER,New York
253,9/27/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.032941000000000005,0.038,35.0,PERCH RIVER,New York
257,9/26/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.040714,0.049,45.0,PERCH RIVER,New York
261,9/25/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.030470999999999998,0.055,51.0,PERCH RIVER,New York
265,9/24/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.029352999999999997,0.044000000000000004,41.0,PERCH RIVER,New York
269,9/23/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.042071,0.046,43.0,PERCH RIVER,New York
273,9/22/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.032647,0.037000000000000005,34.0,PERCH RIVER,New York
277,9/21/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.018765,0.033,31.0,PERCH RIVER,New York
281,9/20/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.020071000000000002,0.03,28.0,PERCH RIVER,New York
285,9/19/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.016294,0.026000000000000002,24.0,PERCH RIVER,New York
289,9/18/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.018000000000000002,0.027000000000000003,25.0,PERCH RIVER,New York
293,9/17/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.017,0.02,19.0,PERCH RIVER,New York
297,9/16/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.034941,0.039,36.0,PERCH RIVER,New York
301,9/15/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.021118,0.025,23.0,PERCH RIVER,New York
305,9/14/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.016286000000000002,0.025,23.0,PERCH RIVER,New York
309,9/13/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.022647,0.025,23.0,PERCH RIVER,New York
313,9/12/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.028881999999999998,0.031,29.0,PERCH RIVER,New York
317,9/11/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.017856999999999998,0.025,23.0,PERCH RIVER,New York
321,9/10/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.009000000000000001,0.012,11.0,PERCH RIVER,New York
325,9/9/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.012647,0.017,16.0,PERCH RIVER,New York
329,9/8/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.013786000000000001,0.016,15.0,PERCH RIVER,New York
333,9/7/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.031529,0.038,35.0,PERCH RIVER,New York
337,9/6/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.022529,0.032,30.0,PERCH RIVER,New York
341,9/5/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.026570999999999997,0.035,32.0,PERCH RIVER,New York
345,9/4/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.028412,0.037000000000000005,34.0,PERCH RIVER,New York
349,9/3/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.032,0.035,32.0,PERCH RIVER,New York
353,9/2/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.028286000000000002,0.032,30.0,PERCH RIVER,New York
357,9/1/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.030929,0.032,30.0,PERCH RIVER,New York
361,8/31/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.023235,0.027000000000000003,25.0,PERCH RIVER,New York
365,8/30/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.017357,0.026000000000000002,24.0,PERCH RIVER,New York
369,8/29/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.025176,0.032,30.0,PERCH RIVER,New York
373,8/28/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.017176,0.026000000000000002,24.0,PERCH RIVER,New York
377,8/27/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.011786,0.012,11.0,PERCH RIVER,New York
381,8/26/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.022706,0.028999999999999998,27.0,PERCH RIVER,New York
385,8/25/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.022353,0.032,30.0,PERCH RIVER,New York
389,8/24/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.051213999999999996,0.057,58.0,PERCH RIVER,New York
393,8/23/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.037118,0.054000000000000006,50.0,PERCH RIVER,New York
397,8/22/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.020588,0.034,31.0,PERCH RIVER,New York
401,8/21/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.031286,0.043,40.0,PERCH RIVER,New York
405,8/20/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.032471,0.037000000000000005,34.0,PERCH RIVER,New York
409,8/19/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.012,0.019,18.0,PERCH RIVER,New York
413,8/18/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.014143000000000001,0.025,23.0,PERCH RIVER,New York
417,8/17/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.032412,0.04,37.0,PERCH RIVER,New York
421,8/16/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.023528999999999998,0.034,31.0,PERCH RIVER,New York
425,8/15/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.028786000000000003,0.033,31.0,PERCH RIVER,New York
429,8/14/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.031706,0.034,31.0,PERCH RIVER,New York
433,8/13/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.025176,0.034,31.0,PERCH RIVER,New York
437,8/12/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.027571,0.032,30.0,PERCH RIVER,New York
441,8/11/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.040999999999999995,0.055,51.0,PERCH RIVER,New York
445,8/10/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.040824,0.055,51.0,PERCH RIVER,New York
449,8/8/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.038529,0.048,44.0,PERCH RIVER,New York
450,8/7/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.020824000000000002,0.034,31.0,PERCH RIVER,New York
451,8/6/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.020214,0.027000000000000003,25.0,PERCH RIVER,New York
452,8/9/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.046214,0.049,45.0,PERCH RIVER,New York
465,8/5/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.026706,0.035,32.0,PERCH RIVER,New York
469,8/4/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.013235,0.018000000000000002,17.0,PERCH RIVER,New York
473,8/3/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.022713999999999998,0.03,28.0,PERCH RIVER,New York
480,8/2/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.031706,0.034,31.0,PERCH RIVER,New York
483,8/1/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.021856999999999998,0.028999999999999998,27.0,PERCH RIVER,New York
486,7/31/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.021643,0.027999999999999997,26.0,PERCH RIVER,New York
489,7/30/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.017176,0.027000000000000003,25.0,PERCH RIVER,New York
493,7/29/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.037176,0.047,44.0,PERCH RIVER,New York
497,7/28/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.033286,0.036000000000000004,33.0,PERCH RIVER,New York
501,7/27/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.043824,0.052000000000000005,48.0,PERCH RIVER,New York
505,7/26/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.056647,0.061,71.0,PERCH RIVER,New York
509,7/25/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.033571,0.036000000000000004,33.0,PERCH RIVER,New York
513,7/24/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.020588,0.031,29.0,PERCH RIVER,New York
517,7/23/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.026588,0.035,32.0,PERCH RIVER,New York
521,7/22/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.028571,0.033,31.0,PERCH RIVER,New York
528,7/21/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.013059000000000001,0.021,19.0,PERCH RIVER,New York
531,7/20/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.029235,0.04,37.0,PERCH RIVER,New York
534,7/19/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.039143,0.044000000000000004,41.0,PERCH RIVER,New York
537,7/18/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.056764999999999996,0.067,90.0,PERCH RIVER,New York
541,7/17/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.039706,0.046,43.0,PERCH RIVER,New York
545,7/16/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.029213999999999997,0.036000000000000004,33.0,PERCH RIVER,New York
552,7/15/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.025353,0.032,30.0,PERCH RIVER,New York
555,7/14/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.014294,0.021,19.0,PERCH RIVER,New York
561,7/12/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.022882,0.027000000000000003,25.0,PERCH RIVER,New York
565,7/11/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.022706,0.025,23.0,PERCH RIVER,New York
569,7/10/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.035357,0.052000000000000005,48.0,PERCH RIVER,New York
573,7/9/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.042470999999999995,0.06,67.0,PERCH RIVER,New York
577,7/8/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.045824000000000004,0.051,47.0,PERCH RIVER,New York
581,7/7/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.050929,0.055,51.0,PERCH RIVER,New York
585,7/6/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.024647,0.035,32.0,PERCH RIVER,New York
589,7/5/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.024588,0.040999999999999995,38.0,PERCH RIVER,New York
593,7/4/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.027286,0.035,32.0,PERCH RIVER,New York
597,7/3/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.022412,0.033,31.0,PERCH RIVER,New York
599,7/2/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.025,0.04,37.0,PERCH RIVER,New York
600,7/1/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.033857,0.037000000000000005,34.0,PERCH RIVER,New York
609,6/30/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.028588,0.037000000000000005,34.0,PERCH RIVER,New York
613,6/29/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.032293999999999996,0.037000000000000005,34.0,PERCH RIVER,New York
617,6/28/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.030929,0.037000000000000005,34.0,PERCH RIVER,New York
621,6/26/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.043176,0.046,43.0,PERCH RIVER,New York
622,6/25/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.035071,0.037000000000000005,34.0,PERCH RIVER,New York
623,6/24/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.039353,0.042,39.0,PERCH RIVER,New York
624,6/27/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.041176,0.05,46.0,PERCH RIVER,New York
637,6/23/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.042176,0.05,46.0,PERCH RIVER,New York
641,6/22/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.045429000000000004,0.055999999999999994,54.0,PERCH RIVER,New York
645,6/21/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.033118,0.045,42.0,PERCH RIVER,New York
649,6/20/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.031353,0.043,40.0,PERCH RIVER,New York
653,6/19/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.042929,0.049,45.0,PERCH RIVER,New York
657,6/18/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.043647000000000005,0.055999999999999994,54.0,PERCH RIVER,New York
661,6/17/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.031647,0.044000000000000004,41.0,PERCH RIVER,New York
665,6/16/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.031,0.038,35.0,PERCH RIVER,New York
669,6/15/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.021118,0.031,29.0,PERCH RIVER,New York
673,6/14/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.019059,0.028999999999999998,27.0,PERCH RIVER,New York
677,6/13/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.0175,0.02,19.0,PERCH RIVER,New York
681,6/12/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.027647,0.035,32.0,PERCH RIVER,New York
685,6/11/2020,45,2,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Y,0.033706,0.036000000000000004,33.0,PERCH RIVER,New York
