,date_local,county_code,site_number,parameter,sample_duration,pollutant_standard,validity_indicator,arithmetic_mean,first_max_value,aqi,local_site_name,state
6887,2020-10-06,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.35,0.7,0.0,IS 52,New York
6891,2020-10-05,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.479167,2.0,3.0,IS 52,New York
6895,2020-10-04,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.208333,0.4,0.0,IS 52,New York
6899,2020-10-03,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.19583299999999998,0.4,0.0,IS 52,New York
6904,2020-10-02,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1625,0.3,0.0,IS 52,New York
6906,2020-10-01,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.3125,0.5,0.0,IS 52,New York
6911,2020-09-30,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0875,0.2,0.0,IS 52,New York
6915,2020-09-29,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.090476,0.3,0.0,IS 52,New York
6919,2020-09-28,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.116667,0.3,0.0,IS 52,New York
6923,2020-09-27,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.158333,0.8,0.0,IS 52,New York
6930,2020-09-26,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.3,0.7,0.0,IS 52,New York
6933,2020-09-25,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.658333,1.1,1.0,IS 52,New York
6936,2020-09-24,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.566667,0.8,0.0,IS 52,New York
6939,2020-09-23,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.404762,0.8,0.0,IS 52,New York
6943,2020-09-22,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.3125,0.7,0.0,IS 52,New York
6947,2020-09-21,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.3125,0.9,0.0,IS 52,New York
6951,2020-09-20,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.229167,0.4,0.0,IS 52,New York
6955,2020-09-19,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.17916700000000002,0.3,0.0,IS 52,New York
6959,2020-09-18,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.154167,0.7,0.0,IS 52,New York
6963,2020-09-17,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.37916700000000003,0.8,0.0,IS 52,New York
6967,2020-09-16,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.286364,0.7,0.0,IS 52,New York
6971,2020-09-15,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.23333299999999998,0.6,0.0,IS 52,New York
6975,2020-09-14,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.10416700000000001,0.2,0.0,IS 52,New York
6979,2020-09-13,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.391667,1.6,1.0,IS 52,New York
6983,2020-09-12,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.24166700000000002,1.6,1.0,IS 52,New York
6987,2020-09-11,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0625,0.6,0.0,IS 52,New York
6991,2020-09-10,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.14285699999999998,0.8,0.0,IS 52,New York
6995,2020-09-09,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.25416700000000003,0.9,0.0,IS 52,New York
6999,2020-09-08,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.266667,0.4,0.0,IS 52,New York
7003,2020-09-07,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.2375,0.3,0.0,IS 52,New York
7007,2020-09-06,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.458333,0.8,0.0,IS 52,New York
7011,2020-09-05,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1625,0.4,0.0,IS 52,New York
7015,2020-09-04,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.17083299999999998,0.4,0.0,IS 52,New York
7019,2020-09-03,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.13333299999999998,0.3,0.0,IS 52,New York
7023,2020-09-02,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.20416700000000002,0.4,0.0,IS 52,New York
7027,2020-09-01,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.171429,0.9,0.0,IS 52,New York
7031,2020-08-31,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.2,0.7,0.0,IS 52,New York
7035,2020-08-30,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.033333,0.1,0.0,IS 52,New York
7039,2020-08-29,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.129167,0.4,0.0,IS 52,New York
7043,2020-08-28,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.129167,0.4,0.0,IS 52,New York
7044,2020-08-27,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.25416700000000003,0.8,0.0,IS 52,New York
7046,2020-08-26,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.058333,0.1,0.0,IS 52,New York
7055,2020-08-25,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.338095,0.9,0.0,IS 52,New York
7059,2020-08-24,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.245833,0.6,0.0,IS 52,New York
7063,2020-08-23,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.2875,0.6,0.0,IS 52,New York
7067,2020-08-22,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.279167,0.6,0.0,IS 52,New York
7071,2020-08-21,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.375,0.8,0.0,IS 52,New York
7075,2020-08-20,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.2125,0.6,0.0,IS 52,New York
7079,2020-08-19,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.21363600000000002,0.4,0.0,IS 52,New York
7083,2020-08-18,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.225,1.5,1.0,IS 52,New York
7087,2020-08-17,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1625,0.4,0.0,IS 52,New York
7091,2020-08-16,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,IS 52,New York
7095,2020-08-15,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.10416700000000001,0.2,0.0,IS 52,New York
7099,2020-08-14,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.166667,0.6,0.0,IS 52,New York
7103,2020-08-13,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.154167,0.9,0.0,IS 52,New York
7107,2020-08-12,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.15,0.6,0.0,IS 52,New York
7111,2020-08-11,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.175,0.4,0.0,IS 52,New York
7115,2020-08-10,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.31666700000000003,0.7,0.0,IS 52,New York
7119,2020-08-09,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.175,0.3,0.0,IS 52,New York
7123,2020-08-08,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.07083300000000001,0.2,0.0,IS 52,New York
7127,2020-08-07,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.158333,0.9,0.0,IS 52,New York
7131,2020-08-06,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.3,0.8,0.0,IS 52,New York
7135,2020-08-05,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.116667,0.3,0.0,IS 52,New York
7139,2020-08-04,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.033333,0.2,0.0,IS 52,New York
7143,2020-08-03,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.21818200000000001,0.5,0.0,IS 52,New York
7147,2020-08-02,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1,0.2,0.0,IS 52,New York
7151,2020-08-01,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.25,0.5,0.0,IS 52,New York
7155,2020-07-31,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.120833,0.6,0.0,IS 52,New York
7160,2020-07-29,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.366667,0.8,0.0,IS 52,New York
7162,2020-07-30,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.491667,1.7,1.0,IS 52,New York
7167,2020-07-28,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.266667,1.1,1.0,IS 52,New York
7171,2020-07-27,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.304167,0.5,0.0,IS 52,New York
7175,2020-07-26,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.266667,0.7,0.0,IS 52,New York
7179,2020-07-25,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.270833,0.7,0.0,IS 52,New York
7186,2020-07-24,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.06666699999999999,0.2,0.0,IS 52,New York
7189,2020-07-23,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1375,0.3,0.0,IS 52,New York
7192,2020-07-22,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.208333,0.5,0.0,IS 52,New York
7195,2020-07-21,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.2375,0.4,0.0,IS 52,New York
7199,2020-07-20,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.175,0.5,0.0,IS 52,New York
7203,2020-07-19,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.366667,0.8,0.0,IS 52,New York
7207,2020-07-18,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.145833,0.3,0.0,IS 52,New York
7211,2020-07-17,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.075,0.2,0.0,IS 52,New York
7215,2020-07-16,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.116667,0.3,0.0,IS 52,New York
7219,2020-07-15,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.095833,0.3,0.0,IS 52,New York
7223,2020-07-14,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.05,0.1,0.0,IS 52,New York
7227,2020-07-13,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0625,0.1,0.0,IS 52,New York
7231,2020-07-12,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.14166700000000002,0.3,0.0,IS 52,New York
7235,2020-07-11,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.06666699999999999,0.2,0.0,IS 52,New York
7239,2020-07-10,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0041670000000000006,0.1,0.0,IS 52,New York
7243,2020-07-09,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.2625,1.0,1.0,IS 52,New York
7247,2020-07-08,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.083333,0.2,0.0,IS 52,New York
7251,2020-07-07,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.045833,0.1,0.0,IS 52,New York
7255,2020-07-06,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.266667,0.5,0.0,IS 52,New York
7259,2020-07-05,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.225,0.5,0.0,IS 52,New York
7263,2020-07-04,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.19583299999999998,0.9,0.0,IS 52,New York
7267,2020-07-03,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.116667,0.3,0.0,IS 52,New York
7272,2020-07-02,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.125,0.2,0.0,IS 52,New York
7274,2020-07-01,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.129167,0.3,0.0,IS 52,New York
7279,2020-06-30,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.045833,0.2,0.0,IS 52,New York
7283,2020-06-29,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0625,0.1,0.0,IS 52,New York
7287,2020-06-28,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.245833,0.4,0.0,IS 52,New York
7291,2020-06-27,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.3625,1.1,1.0,IS 52,New York
7295,2020-06-26,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.2625,1.0,1.0,IS 52,New York
7299,2020-06-25,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.295833,0.6,0.0,IS 52,New York
7303,2020-06-24,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.158333,0.6,0.0,IS 52,New York
7307,2020-06-23,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.270833,0.5,0.0,IS 52,New York
7311,2020-06-22,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.325,0.6,0.0,IS 52,New York
7315,2020-06-21,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.31666700000000003,0.5,0.0,IS 52,New York
7319,2020-06-20,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.333333,0.5,0.0,IS 52,New York
7323,2020-06-19,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.166667,0.3,0.0,IS 52,New York
7327,2020-06-18,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.091667,0.2,0.0,IS 52,New York
7331,2020-06-17,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.129167,0.3,0.0,IS 52,New York
7335,2020-06-16,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.358333,1.0,1.0,IS 52,New York
7339,2020-06-15,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.383333,2.2,3.0,IS 52,New York
7346,2020-06-14,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.19583299999999998,0.4,0.0,IS 52,New York
7349,2020-06-13,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1,0.1,0.0,IS 52,New York
7352,2020-06-12,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.129167,0.2,0.0,IS 52,New York
7355,2020-06-11,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.129167,0.3,0.0,IS 52,New York
7359,2020-06-10,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.266667,0.5,0.0,IS 52,New York
7363,2020-06-09,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.45,1.3,1.0,IS 52,New York
7367,2020-06-08,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.17083299999999998,0.4,0.0,IS 52,New York
7371,2020-06-07,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.120833,0.3,0.0,IS 52,New York
7375,2020-06-06,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.120833,0.3,0.0,IS 52,New York
7379,2020-06-05,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.095833,0.2,0.0,IS 52,New York
7383,2020-06-04,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.270833,0.5,0.0,IS 52,New York
7387,2020-06-03,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.270833,0.7,0.0,IS 52,New York
7391,2020-06-02,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.4625,0.9,0.0,IS 52,New York
7395,2020-06-01,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.208333,0.4,0.0,IS 52,New York
7399,2020-05-31,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1,0.1,0.0,IS 52,New York
7403,2020-05-30,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1,0.2,0.0,IS 52,New York
7407,2020-05-29,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1625,0.3,0.0,IS 52,New York
7411,2020-05-28,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1375,0.2,0.0,IS 52,New York
7415,2020-05-27,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.129167,0.2,0.0,IS 52,New York
7419,2020-05-26,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.25,0.5,0.0,IS 52,New York
7423,2020-05-25,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.125,0.2,0.0,IS 52,New York
7427,2020-05-24,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.19583299999999998,0.5,0.0,IS 52,New York
7431,2020-05-23,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.091667,0.2,0.0,IS 52,New York
7435,2020-05-22,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.395833,1.1,1.0,IS 52,New York
7439,2020-05-21,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,1.566667,4.3,6.0,IS 52,New York
7440,2020-05-20,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.245833,0.5,0.0,IS 52,New York
7442,2020-05-19,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.35,2.1,3.0,IS 52,New York
7451,2020-05-18,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.220833,0.4,0.0,IS 52,New York
7455,2020-05-17,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.2875,0.7,0.0,IS 52,New York
7459,2020-05-16,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.245833,0.8,0.0,IS 52,New York
7463,2020-05-15,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.3875,0.6,0.0,IS 52,New York
7467,2020-05-14,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.616667,1.7,1.0,IS 52,New York
7471,2020-05-13,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.358333,0.7,0.0,IS 52,New York
7475,2020-05-12,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.25,0.4,0.0,IS 52,New York
7479,2020-05-11,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.3375,1.0,1.0,IS 52,New York
7483,2020-05-10,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.429167,0.7,0.0,IS 52,New York
7487,2020-05-09,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.225,0.3,0.0,IS 52,New York
7491,2020-05-08,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.25416700000000003,0.6,0.0,IS 52,New York
7495,2020-05-07,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.279167,0.7,0.0,IS 52,New York
7499,2020-05-06,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.20416700000000002,0.4,0.0,IS 52,New York
7503,2020-05-05,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.229167,0.4,0.0,IS 52,New York
7507,2020-05-04,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.225,0.5,0.0,IS 52,New York
7511,2020-05-03,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.320833,0.5,0.0,IS 52,New York
7515,2020-05-02,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.2375,0.5,0.0,IS 52,New York
7519,2020-05-01,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.225,0.9,0.0,IS 52,New York
7523,2020-04-30,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.20416700000000002,0.5,0.0,IS 52,New York
7527,2020-04-29,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.275,0.4,0.0,IS 52,New York
7531,2020-04-28,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.345833,0.9,0.0,IS 52,New York
7535,2020-04-27,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.483333,1.3,1.0,IS 52,New York
7539,2020-04-26,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.2,0.6,0.0,IS 52,New York
7543,2020-04-25,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.854167,2.8,3.0,IS 52,New York
7547,2020-04-24,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.225,0.4,0.0,IS 52,New York
7551,2020-04-23,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.558333,1.0,1.0,IS 52,New York
7556,2020-04-21,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.345833,1.0,1.0,IS 52,New York
7558,2020-04-22,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.291667,0.6,0.0,IS 52,New York
7563,2020-04-20,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.679167,2.2,3.0,IS 52,New York
7567,2020-04-19,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.4375,0.9,0.0,IS 52,New York
7571,2020-04-18,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.216667,0.4,0.0,IS 52,New York
7575,2020-04-17,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.341667,0.6,0.0,IS 52,New York
7579,2020-04-16,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.304167,0.6,0.0,IS 52,New York
7583,2020-04-15,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.358333,1.0,1.0,IS 52,New York
7587,2020-04-14,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.258333,0.6,0.0,IS 52,New York
7591,2020-04-13,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.17916700000000002,0.6,0.0,IS 52,New York
7595,2020-04-12,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.558333,0.9,0.0,IS 52,New York
7599,2020-04-11,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.25,0.4,0.0,IS 52,New York
7606,2020-04-10,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1625,0.2,0.0,IS 52,New York
7609,2020-04-09,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.258333,0.8,0.0,IS 52,New York
7612,2020-04-08,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.283333,0.5,0.0,IS 52,New York
7615,2020-04-07,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.520833,1.2,1.0,IS 52,New York
7619,2020-04-06,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.504167,1.5,1.0,IS 52,New York
7623,2020-04-05,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.466667,0.7,0.0,IS 52,New York
7627,2020-04-04,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.25,0.6,0.0,IS 52,New York
7631,2020-04-03,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.341667,0.9,0.0,IS 52,New York
7636,2020-04-02,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.3875,0.8,0.0,IS 52,New York
7638,2020-04-01,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.320833,0.5,0.0,IS 52,New York
7643,2020-03-31,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.341667,1.1,1.0,IS 52,New York
7647,2020-03-30,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.216667,0.4,0.0,IS 52,New York
7651,2020-03-29,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1,0.1,0.0,IS 52,New York
7655,2020-03-28,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.23333299999999998,0.5,0.0,IS 52,New York
7659,2020-03-27,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.445833,1.0,1.0,IS 52,New York
7663,2020-03-26,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.5875,1.4,1.0,IS 52,New York
7667,2020-03-25,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.23333299999999998,0.4,0.0,IS 52,New York
7671,2020-03-24,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.508333,1.4,1.0,IS 52,New York
7675,2020-03-23,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.395833,1.5,1.0,IS 52,New York
7679,2020-03-22,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.4125,0.8,0.0,IS 52,New York
7683,2020-03-21,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.20416700000000002,0.3,0.0,IS 52,New York
7687,2020-03-20,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.579167,1.2,1.0,IS 52,New York
7691,2020-03-19,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.270833,0.7,0.0,IS 52,New York
7695,2020-03-18,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.833333,2.3,3.0,IS 52,New York
7699,2020-03-17,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.304167,0.5,0.0,IS 52,New York
7703,2020-03-16,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.375,0.7,0.0,IS 52,New York
7707,2020-03-15,5,110,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.391667,0.7,0.0,IS 52,New York
