,date_local,county_code,site_number,parameter,sample_duration,pollutant_standard,validity_indicator,arithmetic_mean,first_max_value,aqi,local_site_name,state
2,2020-12-31,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0625,0.1,0.0,ROCHESTER 2,New York
6,2020-12-30,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.086364,0.3,0.0,ROCHESTER 2,New York
10,2020-12-29,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.07083300000000001,0.3,0.0,ROCHESTER 2,New York
14,2020-12-28,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.10416700000000001,0.3,0.0,ROCHESTER 2,New York
18,2020-12-27,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.07083300000000001,0.2,0.0,ROCHESTER 2,New York
25,2020-12-26,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
28,2020-12-25,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
31,2020-12-24,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0625,0.1,0.0,ROCHESTER 2,New York
34,2020-12-23,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0875,0.3,0.0,ROCHESTER 2,New York
38,2020-12-22,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.025,0.1,0.0,ROCHESTER 2,New York
42,2020-12-21,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.095238,0.4,0.0,ROCHESTER 2,New York
46,2020-12-20,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.079167,0.1,0.0,ROCHESTER 2,New York
50,2020-12-19,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.075,0.2,0.0,ROCHESTER 2,New York
54,2020-12-18,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.095833,0.3,0.0,ROCHESTER 2,New York
58,2020-12-17,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0041670000000000006,0.1,0.0,ROCHESTER 2,New York
62,2020-12-16,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
66,2020-12-15,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
70,2020-12-14,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0125,0.1,0.0,ROCHESTER 2,New York
74,2020-12-13,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
78,2020-12-12,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.116667,0.4,0.0,ROCHESTER 2,New York
82,2020-12-11,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.354167,1.1,1.0,ROCHESTER 2,New York
86,2020-12-10,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.029167000000000002,0.1,0.0,ROCHESTER 2,New York
90,2020-12-09,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.004545,0.1,0.0,ROCHESTER 2,New York
94,2020-12-08,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.05,0.2,0.0,ROCHESTER 2,New York
98,2020-12-07,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.016666999999999998,0.2,0.0,ROCHESTER 2,New York
102,2020-12-06,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.008333,0.2,0.0,ROCHESTER 2,New York
106,2020-12-05,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
110,2020-12-04,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.329167,0.8,0.0,ROCHESTER 2,New York
114,2020-12-03,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.091667,0.3,0.0,ROCHESTER 2,New York
118,2020-12-02,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.033333,0.2,0.0,ROCHESTER 2,New York
122,2020-12-01,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
128,2020-11-29,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.07083300000000001,0.2,0.0,ROCHESTER 2,New York
129,2020-11-28,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.025,0.3,0.0,ROCHESTER 2,New York
131,2020-11-27,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.033333,0.2,0.0,ROCHESTER 2,New York
140,2020-11-26,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
144,2020-11-25,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.06666699999999999,0.3,0.0,ROCHESTER 2,New York
148,2020-11-24,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0041670000000000006,0.1,0.0,ROCHESTER 2,New York
152,2020-11-23,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.008333,0.1,0.0,ROCHESTER 2,New York
156,2020-11-22,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
160,2020-11-21,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0125,0.1,0.0,ROCHESTER 2,New York
164,2020-11-20,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.304167,0.4,0.0,ROCHESTER 2,New York
168,2020-11-19,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.414286,1.0,1.0,ROCHESTER 2,New York
172,2020-11-18,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.2125,0.5,0.0,ROCHESTER 2,New York
176,2020-11-17,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1375,0.2,0.0,ROCHESTER 2,New York
180,2020-11-16,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.13333299999999998,0.3,0.0,ROCHESTER 2,New York
184,2020-11-15,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1375,0.3,0.0,ROCHESTER 2,New York
188,2020-11-14,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.191667,0.3,0.0,ROCHESTER 2,New York
192,2020-11-13,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.25,0.8,0.0,ROCHESTER 2,New York
196,2020-11-12,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.10416700000000001,0.3,0.0,ROCHESTER 2,New York
200,2020-11-11,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1,0.2,0.0,ROCHESTER 2,New York
204,2020-11-10,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.320833,0.8,0.0,ROCHESTER 2,New York
208,2020-11-09,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.420833,0.9,0.0,ROCHESTER 2,New York
212,2020-11-08,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.4,1.0,1.0,ROCHESTER 2,New York
216,2020-11-07,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.595833,1.0,1.0,ROCHESTER 2,New York
220,2020-11-06,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.6,0.9,0.0,ROCHESTER 2,New York
224,2020-11-05,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.891667,1.5,1.0,ROCHESTER 2,New York
228,2020-11-04,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.5954550000000001,1.4,1.0,ROCHESTER 2,New York
232,2020-11-03,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.17083299999999998,0.4,0.0,ROCHESTER 2,New York
236,2020-11-02,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.13333299999999998,0.4,0.0,ROCHESTER 2,New York
241,2020-10-31,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.10416700000000001,0.2,0.0,ROCHESTER 2,New York
243,2020-11-01,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.125,0.2,0.0,ROCHESTER 2,New York
248,2020-10-30,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.079167,0.1,0.0,ROCHESTER 2,New York
252,2020-10-29,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1,0.2,0.0,ROCHESTER 2,New York
256,2020-10-28,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.081818,0.1,0.0,ROCHESTER 2,New York
260,2020-10-27,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.095833,0.1,0.0,ROCHESTER 2,New York
264,2020-10-26,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.079167,0.1,0.0,ROCHESTER 2,New York
268,2020-10-25,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.05,0.1,0.0,ROCHESTER 2,New York
275,2020-10-24,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.041667,0.2,0.0,ROCHESTER 2,New York
278,2020-10-23,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1,0.4,0.0,ROCHESTER 2,New York
281,2020-10-22,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0625,0.2,0.0,ROCHESTER 2,New York
284,2020-10-21,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.025,0.1,0.0,ROCHESTER 2,New York
288,2020-10-20,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0041670000000000006,0.1,0.0,ROCHESTER 2,New York
292,2020-10-19,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.06666699999999999,0.1,0.0,ROCHESTER 2,New York
296,2020-10-18,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.166667,0.2,0.0,ROCHESTER 2,New York
300,2020-10-17,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.125,0.2,0.0,ROCHESTER 2,New York
304,2020-10-16,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.15,0.3,0.0,ROCHESTER 2,New York
308,2020-10-15,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.183333,0.4,0.0,ROCHESTER 2,New York
312,2020-10-14,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.155,0.4,0.0,ROCHESTER 2,New York
317,2020-10-12,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.07083300000000001,0.2,0.0,ROCHESTER 2,New York
319,2020-10-13,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.033333,0.1,0.0,ROCHESTER 2,New York
324,2020-10-11,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0375,0.2,0.0,ROCHESTER 2,New York
328,2020-10-10,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.279167,0.5,0.0,ROCHESTER 2,New York
332,2020-10-09,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.183333,0.7,0.0,ROCHESTER 2,New York
336,2020-10-08,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.029167000000000002,0.1,0.0,ROCHESTER 2,New York
340,2020-10-07,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.115,0.3,0.0,ROCHESTER 2,New York
344,2020-10-06,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.183333,0.3,0.0,ROCHESTER 2,New York
348,2020-10-05,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.120833,0.3,0.0,ROCHESTER 2,New York
352,2020-10-04,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0625,0.1,0.0,ROCHESTER 2,New York
360,2020-10-03,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.05416699999999999,0.1,0.0,ROCHESTER 2,New York
362,2020-10-02,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0041670000000000006,0.1,0.0,ROCHESTER 2,New York
364,2020-10-01,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.020833,0.1,0.0,ROCHESTER 2,New York
368,2020-09-30,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
372,2020-09-29,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
376,2020-09-28,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0625,0.2,0.0,ROCHESTER 2,New York
380,2020-09-27,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.045833,0.1,0.0,ROCHESTER 2,New York
384,2020-09-26,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0625,0.1,0.0,ROCHESTER 2,New York
388,2020-09-25,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.225,0.6,0.0,ROCHESTER 2,New York
392,2020-09-24,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.166667,0.4,0.0,ROCHESTER 2,New York
396,2020-09-23,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.228571,0.5,0.0,ROCHESTER 2,New York
400,2020-09-22,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.15,0.2,0.0,ROCHESTER 2,New York
404,2020-09-21,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.25416700000000003,2.4,3.0,ROCHESTER 2,New York
408,2020-09-20,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.108333,0.2,0.0,ROCHESTER 2,New York
412,2020-09-19,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.116667,0.2,0.0,ROCHESTER 2,New York
416,2020-09-18,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.05,0.1,0.0,ROCHESTER 2,New York
420,2020-09-17,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0375,0.1,0.0,ROCHESTER 2,New York
424,2020-09-16,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.19583299999999998,0.6,0.0,ROCHESTER 2,New York
428,2020-09-15,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.108333,0.4,0.0,ROCHESTER 2,New York
432,2020-09-14,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.033333,0.2,0.0,ROCHESTER 2,New York
436,2020-09-13,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
440,2020-09-12,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.008333,0.1,0.0,ROCHESTER 2,New York
444,2020-09-11,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.014286000000000002,0.1,0.0,ROCHESTER 2,New York
448,2020-09-10,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0125,0.1,0.0,ROCHESTER 2,New York
452,2020-09-09,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0625,0.4,0.0,ROCHESTER 2,New York
456,2020-09-08,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0125,0.1,0.0,ROCHESTER 2,New York
460,2020-09-07,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.108333,0.3,0.0,ROCHESTER 2,New York
464,2020-09-06,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0625,0.3,0.0,ROCHESTER 2,New York
468,2020-09-05,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.079167,0.5,0.0,ROCHESTER 2,New York
472,2020-09-04,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0625,0.2,0.0,ROCHESTER 2,New York
476,2020-09-03,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.095833,0.4,0.0,ROCHESTER 2,New York
480,2020-09-02,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.009524,0.1,0.0,ROCHESTER 2,New York
484,2020-09-01,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
488,2020-08-31,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0125,0.1,0.0,ROCHESTER 2,New York
492,2020-08-30,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
496,2020-08-29,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
503,2020-08-28,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
506,2020-08-27,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0125,0.1,0.0,ROCHESTER 2,New York
509,2020-08-26,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
512,2020-08-25,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.008333,0.1,0.0,ROCHESTER 2,New York
516,2020-08-24,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.10416700000000001,0.9,0.0,ROCHESTER 2,New York
520,2020-08-23,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.291667,0.9,0.0,ROCHESTER 2,New York
524,2020-08-22,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.25416700000000003,1.1,1.0,ROCHESTER 2,New York
528,2020-08-21,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0875,0.2,0.0,ROCHESTER 2,New York
532,2020-08-20,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.07727300000000001,0.5,0.0,ROCHESTER 2,New York
536,2020-08-19,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.020833,0.1,0.0,ROCHESTER 2,New York
540,2020-08-18,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0375,0.2,0.0,ROCHESTER 2,New York
544,2020-08-17,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.026087,0.6,0.0,ROCHESTER 2,New York
548,2020-08-16,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
552,2020-08-15,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0125,0.1,0.0,ROCHESTER 2,New York
556,2020-08-14,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.033333,0.2,0.0,ROCHESTER 2,New York
560,2020-08-13,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.095833,0.6,0.0,ROCHESTER 2,New York
565,2020-08-11,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.183333,1.2,1.0,ROCHESTER 2,New York
567,2020-08-12,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.14285699999999998,0.3,0.0,ROCHESTER 2,New York
572,2020-08-10,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.045833,0.2,0.0,ROCHESTER 2,New York
576,2020-08-09,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.05416699999999999,0.2,0.0,ROCHESTER 2,New York
580,2020-08-08,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.045833,0.2,0.0,ROCHESTER 2,New York
584,2020-08-07,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.045833,0.2,0.0,ROCHESTER 2,New York
588,2020-08-06,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.07083300000000001,0.2,0.0,ROCHESTER 2,New York
592,2020-08-05,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.079167,0.3,0.0,ROCHESTER 2,New York
596,2020-08-04,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
600,2020-08-03,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.029167000000000002,0.2,0.0,ROCHESTER 2,New York
604,2020-08-02,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
608,2020-08-01,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.10416700000000001,1.9,1.0,ROCHESTER 2,New York
612,2020-07-31,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0041670000000000006,0.1,0.0,ROCHESTER 2,New York
616,2020-07-30,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.009524,0.1,0.0,ROCHESTER 2,New York
620,2020-07-29,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.033333,0.4,0.0,ROCHESTER 2,New York
624,2020-07-28,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.025,0.1,0.0,ROCHESTER 2,New York
628,2020-07-27,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
632,2020-07-26,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.05,0.4,0.0,ROCHESTER 2,New York
636,2020-07-25,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.029167000000000002,0.1,0.0,ROCHESTER 2,New York
640,2020-07-24,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.008333,0.1,0.0,ROCHESTER 2,New York
644,2020-07-23,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
648,2020-07-22,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.014286000000000002,0.0,0.0,ROCHESTER 2,New York
652,2020-07-21,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.041667,0.0,0.0,ROCHESTER 2,New York
659,2020-07-20,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.0375,0.0,0.0,ROCHESTER 2,New York
662,2020-07-19,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.0625,0.0,0.0,ROCHESTER 2,New York
665,2020-07-18,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.041667,0.2,0.0,ROCHESTER 2,New York
668,2020-07-17,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.05,0.0,0.0,ROCHESTER 2,New York
672,2020-07-16,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.0625,0.0,0.0,ROCHESTER 2,New York
676,2020-07-15,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.0041670000000000006,0.0,0.0,ROCHESTER 2,New York
677,2020-07-14,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
679,2020-07-13,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.025,0.4,0.0,ROCHESTER 2,New York
688,2020-07-12,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.025,0.0,0.0,ROCHESTER 2,New York
692,2020-07-11,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.095833,0.0,0.0,ROCHESTER 2,New York
696,2020-07-10,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.07083300000000001,0.0,0.0,ROCHESTER 2,New York
700,2020-07-09,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.005556,0.4,0.0,ROCHESTER 2,New York
704,2020-07-08,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.029167000000000002,0.7,0.0,ROCHESTER 2,New York
708,2020-07-07,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.079167,0.9,0.0,ROCHESTER 2,New York
712,2020-07-06,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.041667,0.3,0.0,ROCHESTER 2,New York
716,2020-07-05,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1375,0.6,0.0,ROCHESTER 2,New York
720,2020-07-04,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.05,0.5,0.0,ROCHESTER 2,New York
728,2020-07-03,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.1125,1.2,1.0,ROCHESTER 2,New York
730,2020-07-02,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.108333,0.5,0.0,ROCHESTER 2,New York
732,2020-07-01,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.016666999999999998,0.2,0.0,ROCHESTER 2,New York
736,2020-06-30,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.016666999999999998,0.0,0.0,ROCHESTER 2,New York
740,2020-06-29,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.016666999999999998,0.2,0.0,ROCHESTER 2,New York
744,2020-06-28,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.0625,0.0,0.0,ROCHESTER 2,New York
748,2020-06-27,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.06666699999999999,0.1,0.0,ROCHESTER 2,New York
752,2020-06-26,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.0,0.0,0.0,ROCHESTER 2,New York
756,2020-06-25,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,0.029167000000000002,0.2,0.0,ROCHESTER 2,New York
760,2020-06-24,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.023809999999999998,0.0,0.0,ROCHESTER 2,New York
764,2020-06-23,55,1007,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Y,-0.083333,0.0,0.0,ROCHESTER 2,New York
