,date_local,county_code,site_number,parameter,sample_duration,pollutant_standard,validity_indicator,arithmetic_mean,first_max_value,aqi,local_site_name,state
0,5/31/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,4.495833,8.4,8,Queens College Near Road,New York
2,5/30/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.520833,22.3,21,Queens College Near Road,New York
4,5/29/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,6.4875,12.3,11,Queens College Near Road,New York
6,5/28/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.161905,16.6,15,Queens College Near Road,New York
8,5/27/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.933333,17.0,16,Queens College Near Road,New York
10,5/26/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.908333,17.2,16,Queens College Near Road,New York
12,5/25/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.425,19.0,18,Queens College Near Road,New York
14,5/24/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,5.258333,13.2,12,Queens College Near Road,New York
16,5/23/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.425,15.8,14,Queens College Near Road,New York
18,5/22/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.766667,30.8,28,Queens College Near Road,New York
20,5/21/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.104167000000002,31.8,29,Queens College Near Road,New York
22,5/20/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.15,23.5,22,Queens College Near Road,New York
24,5/19/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.452632000000001,28.7,26,Queens College Near Road,New York
26,5/18/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,13.133332999999999,49.9,46,Queens College Near Road,New York
28,5/17/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,3.5,6.6,6,Queens College Near Road,New York
31,5/15/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.8,31.9,29,Queens College Near Road,New York
33,5/16/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.6,19.4,18,Queens College Near Road,New York
34,5/14/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.445833,44.2,42,Queens College Near Road,New York
36,5/13/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,16.095454999999998,42.6,40,Queens College Near Road,New York
38,5/12/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.0875,14.5,13,Queens College Near Road,New York
40,5/11/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.133333,34.2,32,Queens College Near Road,New York
42,5/10/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,4.8541669999999995,11.5,10,Queens College Near Road,New York
44,5/9/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,5.129167,9.4,8,Queens College Near Road,New York
46,5/8/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,16.004167000000002,27.1,25,Queens College Near Road,New York
48,5/7/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.516667000000002,38.3,36,Queens College Near Road,New York
50,5/6/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.704167,28.4,26,Queens College Near Road,New York
52,5/5/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.866667,28.0,26,Queens College Near Road,New York
54,5/4/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.95,30.7,28,Queens College Near Road,New York
56,5/3/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,6.191667,13.2,12,Queens College Near Road,New York
58,5/2/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.1666669999999995,15.8,14,Queens College Near Road,New York
60,5/1/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.029167,22.3,21,Queens College Near Road,New York
62,4/30/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,5.8625,19.4,18,Queens College Near Road,New York
64,4/29/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,16.5875,31.3,29,Queens College Near Road,New York
66,4/28/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,16.305263,28.7,26,Queens College Near Road,New York
68,4/27/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.6,16.7,15,Queens College Near Road,New York
70,4/26/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.054167,11.7,10,Queens College Near Road,New York
72,4/25/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.970832999999999,34.3,32,Queens College Near Road,New York
74,4/24/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.179167,34.8,32,Queens College Near Road,New York
76,4/23/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.6875,29.0,27,Queens College Near Road,New York
78,4/22/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.5875,17.2,16,Queens College Near Road,New York
80,4/21/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.394444,23.3,22,Queens College Near Road,New York
82,4/20/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.5,24.1,23,Queens College Near Road,New York
84,4/19/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.883333,34.4,32,Queens College Near Road,New York
85,4/18/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,13.133332999999999,20.2,19,Queens College Near Road,New York
87,4/17/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.616667,23.1,22,Queens College Near Road,New York
92,4/15/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.972222,17.9,16,Queens College Near Road,New York
94,4/14/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.116667,17.6,16,Queens College Near Road,New York
96,4/13/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,4.683333,8.2,8,Queens College Near Road,New York
98,4/12/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.5125,43.3,41,Queens College Near Road,New York
100,4/11/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.225,30.6,28,Queens College Near Road,New York
102,4/10/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,6.575,11.2,10,Queens College Near Road,New York
104,4/9/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.670833,22.7,21,Queens College Near Road,New York
108,4/7/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.966667,24.8,23,Queens College Near Road,New York
110,4/6/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.516667000000002,32.4,30,Queens College Near Road,New York
112,4/5/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,13.8875,27.6,25,Queens College Near Road,New York
114,4/4/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,6.425,10.9,9,Queens College Near Road,New York
116,4/3/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.966667,13.9,12,Queens College Near Road,New York
119,4/1/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.245833,27.0,25,Queens College Near Road,New York
121,4/2/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.0,19.5,18,Queens College Near Road,New York
122,3/31/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.004167,25.0,24,Queens College Near Road,New York
124,3/30/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,16.158333,32.9,30,Queens College Near Road,New York
126,3/29/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.429167,9.8,8,Queens College Near Road,New York
128,3/28/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.379167,24.6,23,Queens College Near Road,New York
130,3/27/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.608333,39.6,37,Queens College Near Road,New York
132,3/26/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.973684,30.8,28,Queens College Near Road,New York
134,3/25/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.154167000000001,34.4,32,Queens College Near Road,New York
136,3/24/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.979167000000002,29.9,27,Queens College Near Road,New York
138,3/23/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.866667000000001,32.1,30,Queens College Near Road,New York
140,3/22/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,5.125,7.4,7,Queens College Near Road,New York
142,3/21/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,6.9125,12.1,11,Queens College Near Road,New York
144,3/20/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.725,23.4,22,Queens College Near Road,New York
146,3/19/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,19.779167,32.1,30,Queens College Near Road,New York
148,3/18/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.5,43.6,41,Queens College Near Road,New York
150,3/17/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,16.404167,30.4,28,Queens College Near Road,New York
152,3/16/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.429167,41.0,39,Queens College Near Road,New York
154,3/15/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.15,29.7,27,Queens College Near Road,New York
156,3/14/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.108333,16.6,15,Queens College Near Road,New York
158,3/13/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.3875,20.7,19,Queens College Near Road,New York
160,3/12/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,26.054167,50.5,47,Queens College Near Road,New York
163,3/10/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.075,45.2,42,Queens College Near Road,New York
165,3/11/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,25.294444,44.3,42,Queens College Near Road,New York
166,3/9/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,22.104167,42.6,40,Queens College Near Road,New York
168,3/8/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.291667000000002,30.2,28,Queens College Near Road,New York
170,3/7/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.166667,22.5,21,Queens College Near Road,New York
172,3/6/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,23.108333,60.5,57,Queens College Near Road,New York
174,3/5/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.083332999999998,25.6,24,Queens College Near Road,New York
176,3/4/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.416667,19.0,18,Queens College Near Road,New York
178,3/3/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,20.947826,35.0,33,Queens College Near Road,New York
180,3/2/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.7875,47.3,44,Queens College Near Road,New York
182,3/1/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.545832999999998,47.5,44,Queens College Near Road,New York
184,2/29/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.9,14.9,13,Queens College Near Road,New York
186,2/28/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.833333,19.9,18,Queens College Near Road,New York
188,2/27/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.2375,29.6,27,Queens College Near Road,New York
190,2/26/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,24.8625,50.6,47,Queens College Near Road,New York
194,2/24/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,30.183333,45.2,42,Queens College Near Road,New York
196,2/23/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,26.920833000000002,44.8,42,Queens College Near Road,New York
198,2/22/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,20.129167000000002,34.8,32,Queens College Near Road,New York
200,2/21/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.6125,28.6,26,Queens College Near Road,New York
202,2/20/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.008333,27.8,25,Queens College Near Road,New York
204,2/19/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.433332999999998,34.3,32,Queens College Near Road,New York
206,2/18/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,25.041667,55.8,52,Queens College Near Road,New York
208,2/17/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,27.854166999999997,46.9,43,Queens College Near Road,New York
210,2/16/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,21.8125,46.7,43,Queens College Near Road,New York
212,2/15/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.652632,25.8,24,Queens College Near Road,New York
214,2/14/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.041667000000002,23.4,22,Queens College Near Road,New York
216,2/13/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,30.0,44.8,42,Queens College Near Road,New York
217,2/12/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.05,28.6,26,Queens College Near Road,New York
219,2/11/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,26.316667,56.4,53,Queens College Near Road,New York
222,2/10/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.383333,28.3,26,Queens College Near Road,New York
224,2/9/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.220832999999999,30.5,28,Queens College Near Road,New York
226,2/8/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.379167,41.9,39,Queens College Near Road,New York
228,2/7/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.595238000000002,36.7,34,Queens College Near Road,New York
230,2/6/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,24.8625,40.0,38,Queens College Near Road,New York
232,2/5/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,20.195833,33.9,31,Queens College Near Road,New York
234,2/4/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,37.304167,46.3,43,Queens College Near Road,New York
236,2/3/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,25.833333,45.8,42,Queens College Near Road,New York
238,2/2/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.604167000000002,25.9,24,Queens College Near Road,New York
240,2/1/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,28.863158000000002,37.7,35,Queens College Near Road,New York
242,1/31/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,28.645833000000003,49.3,46,Queens College Near Road,New York
244,1/30/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,26.25,43.3,41,Queens College Near Road,New York
246,1/29/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.183332999999998,30.0,28,Queens College Near Road,New York
248,1/28/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.720832999999999,22.9,21,Queens College Near Road,New York
250,1/27/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.2625,24.6,23,Queens College Near Road,New York
252,1/26/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,13.229167000000002,22.8,21,Queens College Near Road,New York
254,1/25/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,13.775,34.1,32,Queens College Near Road,New York
256,1/24/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,40.595455,54.4,51,Queens College Near Road,New York
258,1/23/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,40.0375,46.7,43,Queens College Near Road,New York
260,1/22/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,43.941666999999995,54.1,51,Queens College Near Road,New York
262,1/21/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,27.4625,49.5,46,Queens College Near Road,New York
264,1/20/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.633332999999999,21.5,20,Queens College Near Road,New York
266,1/19/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.070833,21.5,20,Queens College Near Road,New York
268,1/18/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,21.394737,39.9,37,Queens College Near Road,New York
270,1/17/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.970832999999999,21.6,20,Queens College Near Road,New York
273,1/15/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,23.7625,37.1,35,Queens College Near Road,New York
275,1/16/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.145833,22.0,21,Queens College Near Road,New York
276,1/14/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,21.566667000000002,26.2,25,Queens College Near Road,New York
278,1/13/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,20.125,43.2,41,Queens College Near Road,New York
280,1/12/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.1666669999999995,22.8,21,Queens College Near Road,New York
282,1/11/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.820832999999999,33.7,31,Queens College Near Road,New York
284,1/10/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,27.423809999999996,39.2,37,Queens College Near Road,New York
286,1/9/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,22.483333,38.0,36,Queens College Near Road,New York
288,1/8/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.916667000000002,24.7,23,Queens College Near Road,New York
290,1/7/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,25.983333,37.5,35,Queens College Near Road,New York
292,1/6/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,23.116667,36.5,34,Queens College Near Road,New York
294,1/5/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.9625,18.2,17,Queens College Near Road,New York
296,1/4/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,19.591667,26.2,25,Queens College Near Road,New York
298,1/3/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,27.022221999999996,32.5,30,Queens College Near Road,New York
301,1/1/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.404167,17.7,16,Queens College Near Road,New York
303,1/2/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,28.152174,37.9,35,Queens College Near Road,New York
304,12/31/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,16.345833,29.7,27,QUEENS COLLEGE 2,New York
306,12/30/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,22.268421,38.5,36,QUEENS COLLEGE 2,New York
308,12/29/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.691667,23.4,22,QUEENS COLLEGE 2,New York
310,12/28/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,21.958333,37.3,35,QUEENS COLLEGE 2,New York
312,12/27/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,22.1625,38.7,36,QUEENS COLLEGE 2,New York
314,12/26/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.4625,14.0,13,QUEENS COLLEGE 2,New York
316,12/25/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,4.4625,6.3,6,QUEENS COLLEGE 2,New York
318,12/24/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.566667,35.3,33,QUEENS COLLEGE 2,New York
320,12/23/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.9875,33.3,31,QUEENS COLLEGE 2,New York
322,12/22/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.281817999999998,31.7,29,QUEENS COLLEGE 2,New York
324,12/21/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,33.359091,37.9,35,QUEENS COLLEGE 2,New York
326,12/20/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,32.879166999999995,43.1,41,QUEENS COLLEGE 2,New York
328,12/19/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,29.833333000000003,47.3,44,QUEENS COLLEGE 2,New York
330,12/18/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,20.545833,29.8,27,QUEENS COLLEGE 2,New York
332,12/17/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.954167,19.9,18,QUEENS COLLEGE 2,New York
334,12/16/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.654167,13.4,12,QUEENS COLLEGE 2,New York
336,12/15/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.255556,16.6,15,QUEENS COLLEGE 2,New York
338,12/14/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.079167000000002,23.4,22,QUEENS COLLEGE 2,New York
340,12/13/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,16.625,34.6,32,QUEENS COLLEGE 2,New York
342,12/12/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,26.279166999999998,37.5,35,QUEENS COLLEGE 2,New York
344,12/11/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,30.477272999999997,48.5,45,QUEENS COLLEGE 2,New York
346,12/10/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,19.533333,36.3,34,QUEENS COLLEGE 2,New York
348,12/9/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,22.666667,34.8,32,QUEENS COLLEGE 2,New York
350,12/8/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.275,13.8,12,QUEENS COLLEGE 2,New York
352,12/7/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.841667000000001,28.9,26,QUEENS COLLEGE 2,New York
354,12/6/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,5.266667,8.6,8,QUEENS COLLEGE 2,New York
356,12/5/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.920833,34.2,32,QUEENS COLLEGE 2,New York
358,12/4/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,22.284211,34.4,32,QUEENS COLLEGE 2,New York
360,12/3/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,22.204167,32.2,30,QUEENS COLLEGE 2,New York
362,12/2/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.85,16.5,15,QUEENS COLLEGE 2,New York
364,12/1/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.316667,15.0,14,QUEENS COLLEGE 2,New York
368,11/29/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,21.958333,33.4,31,QUEENS COLLEGE 2,New York
370,11/28/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,13.7625,28.9,26,QUEENS COLLEGE 2,New York
372,11/27/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,20.05,33.2,31,QUEENS COLLEGE 2,New York
374,11/26/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.275,31.9,29,QUEENS COLLEGE 2,New York
376,11/25/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,21.4,38.9,36,QUEENS COLLEGE 2,New York
378,11/24/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,16.070833,33.5,31,QUEENS COLLEGE 2,New York
380,11/23/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.620833,25.7,24,QUEENS COLLEGE 2,New York
382,11/22/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,4.95,11.1,10,QUEENS COLLEGE 2,New York
384,11/21/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,19.7625,39.2,37,QUEENS COLLEGE 2,New York
386,11/20/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.533333,36.2,34,QUEENS COLLEGE 2,New York
388,11/19/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,19.482609,38.9,36,QUEENS COLLEGE 2,New York
390,11/18/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.5875,14.1,13,QUEENS COLLEGE 2,New York
392,11/17/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.879167,36.5,34,QUEENS COLLEGE 2,New York
394,11/16/2020,81,124,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.729167,33.8,31,QUEENS COLLEGE 2,New York
