,date_local,county_code,site_number,parameter,sample_duration,pollutant_standard,validity_indicator,arithmetic_mean,first_max_value,aqi,local_site_name,state
2318,12/31/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.3125,29.2,27,Queens College Near Road,New York
2320,12/30/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,20.925,37.6,35,Queens College Near Road,New York
2324,12/28/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,20.5375,36.2,34,Queens College Near Road,New York
2326,12/27/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,21.991667,37.9,35,Queens College Near Road,New York
2328,12/26/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.041667,15.7,14,Queens College Near Road,New York
2330,12/25/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,4.0833330000000005,6.0,6,Queens College Near Road,New York
2336,12/22/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,19.091667,29.5,27,Queens College Near Road,New York
2337,12/21/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,32.241667,37.8,35,Queens College Near Road,New York
2339,12/20/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,30.4125,40.3,38,Queens College Near Road,New York
2342,12/19/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,30.479166999999997,42.5,40,Queens College Near Road,New York
2346,12/17/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.995833,22.1,21,Queens College Near Road,New York
2348,12/16/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.266667000000002,26.5,25,Queens College Near Road,New York
2350,12/15/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.291667000000002,23.0,22,Queens College Near Road,New York
2352,12/14/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.066667000000002,25.3,24,Queens College Near Road,New York
2354,12/13/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,16.691667000000002,33.2,31,Queens College Near Road,New York
2356,12/12/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,25.029167,37.3,35,Queens College Near Road,New York
2358,12/11/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,27.020833000000003,41.7,39,Queens College Near Road,New York
2360,12/10/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,23.238095,32.8,30,Queens College Near Road,New York
2362,12/9/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,22.870832999999998,33.9,31,Queens College Near Road,New York
2364,12/8/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.208332999999998,19.4,18,Queens College Near Road,New York
2366,12/7/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,21.908333,33.0,31,Queens College Near Road,New York
2368,12/6/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.825,14.0,13,Queens College Near Road,New York
2370,12/5/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,13.8,34.2,32,Queens College Near Road,New York
2372,12/4/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,20.741667,34.7,32,Queens College Near Road,New York
2376,12/2/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.1375,15.8,14,Queens College Near Road,New York
2378,12/1/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.033333,17.9,16,Queens College Near Road,New York
2382,11/29/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,21.725,32.9,30,Queens College Near Road,New York
2384,11/28/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,16.5625,29.0,27,Queens College Near Road,New York
2386,11/27/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,21.133333,34.9,32,Queens College Near Road,New York
2388,11/26/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.208333,31.1,29,Queens College Near Road,New York
2390,11/25/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,21.2875,37.4,35,Queens College Near Road,New York
2393,11/23/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,13.133332999999999,24.5,23,Queens College Near Road,New York
2396,11/22/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.158333,15.1,14,Queens College Near Road,New York
2398,11/21/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,21.516667,36.3,34,Queens College Near Road,New York
2400,11/20/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.742857,38.0,36,Queens College Near Road,New York
2402,11/19/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.554167,37.3,35,Queens College Near Road,New York
2404,11/18/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.033332999999999,20.6,19,Queens College Near Road,New York
2406,11/17/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.070833,36.2,34,Queens College Near Road,New York
2408,11/16/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.6625,35.6,33,Queens College Near Road,New York
2410,11/15/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.2,27.2,25,Queens College Near Road,New York
2412,11/14/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,16.8625,27.6,25,Queens College Near Road,New York
2416,11/12/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,13.545832999999998,22.4,21,Queens College Near Road,New York
2418,11/11/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.5625,29.0,27,Queens College Near Road,New York
2420,11/10/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,21.958333,34.4,32,Queens College Near Road,New York
2422,11/9/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,37.254166999999995,72.8,70,Queens College Near Road,New York
2424,11/8/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,28.8875,50.1,47,Queens College Near Road,New York
2426,11/7/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,32.808333000000005,55.3,52,Queens College Near Road,New York
2428,11/6/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,26.842857000000002,38.5,36,Queens College Near Road,New York
2430,11/5/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,16.979167,29.7,27,Queens College Near Road,New York
2432,11/4/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.008333,35.3,33,Queens College Near Road,New York
2434,11/3/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.670832999999998,27.3,25,Queens College Near Road,New York
2436,11/2/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.0625,17.2,16,Queens College Near Road,New York
2438,11/1/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.766667,18.1,17,Queens College Near Road,New York
2440,10/31/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.45,29.2,27,Queens College Near Road,New York
2442,10/30/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.954167,22.5,21,Queens College Near Road,New York
2444,10/29/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.683333,23.8,22,Queens College Near Road,New York
2447,10/27/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.229167,24.7,23,Queens College Near Road,New York
2449,10/26/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.6,28.6,26,Queens College Near Road,New York
2452,10/25/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.4375,16.6,15,Queens College Near Road,New York
2454,10/24/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.170833,13.0,12,Queens College Near Road,New York
2456,10/23/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.26,27.6,25,Queens College Near Road,New York
2459,10/21/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.545833,23.6,22,Queens College Near Road,New York
2461,10/22/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,19.920833,41.0,39,Queens College Near Road,New York
2462,10/20/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.654167000000001,27.3,25,Queens College Near Road,New York
2464,10/19/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.775,31.9,29,Queens College Near Road,New York
2466,10/18/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,13.216667000000001,26.3,25,Queens College Near Road,New York
2468,10/17/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.545832999999998,30.3,28,Queens College Near Road,New York
2472,10/15/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,13.6625,35.7,33,Queens College Near Road,New York
2474,10/14/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.1125,38.0,36,Queens College Near Road,New York
2476,10/13/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.195652,16.5,15,Queens College Near Road,New York
2478,10/12/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.1875,20.0,19,Queens College Near Road,New York
2481,10/10/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,5.241667,7.5,7,Queens College Near Road,New York
2483,10/11/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.008333,15.0,14,Queens College Near Road,New York
2484,10/9/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.5125,30.5,28,Queens College Near Road,New York
2486,10/8/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.433333,21.2,20,Queens College Near Road,New York
2488,10/7/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.883333,16.5,15,Queens College Near Road,New York
2492,10/5/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.391667,28.9,26,Queens College Near Road,New York
2494,10/4/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,13.333332999999998,22.7,21,Queens College Near Road,New York
2496,10/3/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.2625,24.0,23,Queens College Near Road,New York
2499,10/1/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.0125,25.5,24,Queens College Near Road,New York
2501,9/30/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,6.454167,17.7,16,Queens College Near Road,New York
2503,9/29/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.375,14.7,13,Queens College Near Road,New York
2506,9/28/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,5.783333,12.9,11,Queens College Near Road,New York
2508,9/27/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,6.075,12.0,11,Queens College Near Road,New York
2510,9/26/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.008333,28.6,26,Queens College Near Road,New York
2512,9/25/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,21.4125,38.0,36,Queens College Near Road,New York
2514,9/24/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,31.208333000000003,48.7,45,Queens College Near Road,New York
2516,9/23/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,22.127273000000002,42.1,40,Queens College Near Road,New York
2518,9/22/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.975,29.2,27,Queens College Near Road,New York
2520,9/21/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,19.975,35.6,33,Queens College Near Road,New York
2522,9/20/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.925,20.3,19,Queens College Near Road,New York
2524,9/19/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.6875,14.9,13,Queens College Near Road,New York
2526,9/18/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.154167,19.9,18,Queens College Near Road,New York
2528,9/17/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.841667,24.3,23,Queens College Near Road,New York
2530,9/16/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.079167,28.9,26,Queens College Near Road,New York
2532,9/15/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.133333,29.6,27,Queens College Near Road,New York
2536,9/13/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,5.329167,13.4,12,Queens College Near Road,New York
2538,9/12/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.758333,13.7,12,Queens College Near Road,New York
2540,9/11/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,13.991667000000001,23.0,22,Queens College Near Road,New York
2542,9/10/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.316667,19.5,18,Queens College Near Road,New York
2544,9/9/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.95,26.3,25,Queens College Near Road,New York
2546,9/8/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.491667,24.8,23,Queens College Near Road,New York
2548,9/7/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.0625,28.5,26,Queens College Near Road,New York
2550,9/6/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.0125,14.8,13,Queens College Near Road,New York
2552,9/5/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.145833,17.6,16,Queens College Near Road,New York
2554,9/4/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,16.5375,23.8,22,Queens College Near Road,New York
2556,9/3/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.833333,21.6,20,Queens College Near Road,New York
2557,9/2/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.820833,24.4,23,Queens College Near Road,New York
2559,9/1/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.161111,34.3,32,Queens College Near Road,New York
2562,8/31/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,22.275,29.5,27,Queens College Near Road,New York
2564,8/30/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,13.25,26.7,25,Queens College Near Road,New York
2566,8/29/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.445833,28.4,26,Queens College Near Road,New York
2568,8/28/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,20.8375,29.0,27,Queens College Near Road,New York
2570,8/27/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,22.670833,32.3,30,Queens College Near Road,New York
2572,8/26/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.616667,28.5,26,Queens College Near Road,New York
2574,8/25/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,20.366667,27.3,25,Queens College Near Road,New York
2576,8/24/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.377273,20.4,19,Queens College Near Road,New York
2578,8/23/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.854167,25.7,24,Queens College Near Road,New York
2580,8/22/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.154167,14.6,13,Queens College Near Road,New York
2582,8/21/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.220833,20.9,19,Queens College Near Road,New York
2584,8/20/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.658333,23.7,22,Queens College Near Road,New York
2586,8/19/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,20.45,28.4,26,Queens College Near Road,New York
2590,8/17/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.066667,25.2,24,Queens College Near Road,New York
2592,8/16/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,4.995833,6.7,6,Queens College Near Road,New York
2594,8/15/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.579167,19.5,18,Queens College Near Road,New York
2596,8/14/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.304167,27.3,25,Queens College Near Road,New York
2598,8/13/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,20.413636,26.7,25,Queens College Near Road,New York
2600,8/12/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.741667000000001,29.7,27,Queens College Near Road,New York
2602,8/11/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.558333,17.4,16,Queens College Near Road,New York
2604,8/10/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.275,25.6,24,Queens College Near Road,New York
2606,8/9/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.258333,17.3,16,Queens College Near Road,New York
2608,8/8/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.333333,20.1,19,Queens College Near Road,New York
2610,8/7/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,24.085714000000003,38.4,36,Queens College Near Road,New York
2611,8/6/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,21.979167,39.7,37,Queens College Near Road,New York
2613,8/5/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.183333,17.4,16,Queens College Near Road,New York
2616,8/4/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.929167,17.0,16,Queens College Near Road,New York
2618,8/3/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.620833,16.8,15,Queens College Near Road,New York
2620,8/2/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,3.8375,9.3,8,Queens College Near Road,New York
2622,8/1/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.9875,32.5,30,Queens College Near Road,New York
2624,7/31/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.4875,27.6,25,Queens College Near Road,New York
2626,7/30/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,19.345454999999998,35.0,33,Queens College Near Road,New York
2628,7/29/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.166667,29.2,27,Queens College Near Road,New York
2630,7/28/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.033332999999999,22.2,21,Queens College Near Road,New York
2632,7/27/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.095833,30.1,28,Queens College Near Road,New York
2634,7/26/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,6.9875,15.1,14,Queens College Near Road,New York
2636,7/25/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.958333,25.9,24,Queens College Near Road,New York
2638,7/24/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.891304,31.3,29,Queens College Near Road,New York
2640,7/23/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.75,20.5,19,Queens College Near Road,New York
2642,7/22/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.865,26.7,25,Queens College Near Road,New York
2644,7/21/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.8625,32.8,30,Queens College Near Road,New York
2646,7/20/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.8,29.2,27,Queens College Near Road,New York
2648,7/19/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.6666669999999995,20.5,19,Queens College Near Road,New York
2650,7/18/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.1375,31.3,29,Queens College Near Road,New York
2652,7/17/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.4125,19.0,18,Queens College Near Road,New York
2654,7/16/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,3.754167,11.7,10,Queens College Near Road,New York
2656,7/15/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.0625,21.0,20,Queens College Near Road,New York
2658,7/14/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,13.963636,23.5,22,Queens College Near Road,New York
2660,7/13/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.0375,23.0,22,Queens College Near Road,New York
2662,7/12/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,4.566667,15.9,14,Queens College Near Road,New York
2664,7/11/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,5.5833330000000005,16.8,15,Queens College Near Road,New York
2666,7/10/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.7083330000000005,13.9,12,Queens College Near Road,New York
2667,7/9/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,6.283333,17.3,16,Queens College Near Road,New York
2669,7/8/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,6.07,12.0,11,Queens College Near Road,New York
2672,7/7/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.216667,26.9,25,Queens College Near Road,New York
2674,7/6/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.1125,33.9,31,Queens College Near Road,New York
2676,7/5/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.875,29.1,27,Queens College Near Road,New York
2678,7/4/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,5.4166669999999995,9.2,8,Queens College Near Road,New York
2680,7/3/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.917391,27.3,25,Queens College Near Road,New York
2682,7/2/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.641667,30.1,28,Queens College Near Road,New York
2684,7/1/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.879167,21.0,20,Queens College Near Road,New York
2686,6/30/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.259091,21.8,20,Queens College Near Road,New York
2688,6/29/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.283332999999999,29.0,27,Queens College Near Road,New York
2690,6/28/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.258333,26.9,25,Queens College Near Road,New York
2692,6/27/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.054167,33.2,31,Queens College Near Road,New York
2694,6/26/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.045832999999998,31.2,29,Queens College Near Road,New York
2700,6/23/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.6,22.5,21,Queens College Near Road,New York
2702,6/22/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.383333,23.2,22,Queens College Near Road,New York
2704,6/21/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.545833,22.0,21,Queens College Near Road,New York
2706,6/20/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.3625,30.3,28,Queens College Near Road,New York
2708,6/19/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,9.491667,26.0,25,Queens College Near Road,New York
2710,6/18/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,7.7916669999999995,13.5,12,Queens College Near Road,New York
2712,6/17/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.691667,18.2,17,Queens College Near Road,New York
2714,6/16/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.67619,41.6,39,Queens College Near Road,New York
2716,6/15/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.795833,19.5,18,Queens College Near Road,New York
2718,6/14/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,4.1125,13.4,12,Queens College Near Road,New York
2721,6/12/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,15.2875,25.1,24,Queens College Near Road,New York
2723,6/13/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,6.3125,9.8,8,Queens College Near Road,New York
2724,6/11/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.9875,23.5,22,Queens College Near Road,New York
2726,6/10/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,11.991667,28.6,26,Queens College Near Road,New York
2728,6/9/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,18.795,32.6,30,Queens College Near Road,New York
2730,6/8/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,14.291667000000002,26.0,25,Queens College Near Road,New York
2732,6/7/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,8.029167,21.3,20,Queens College Near Road,New York
2734,6/6/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,10.9875,19.2,18,Queens College Near Road,New York
2736,6/5/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,12.816667,21.7,20,Queens College Near Road,New York
2738,6/4/2020,81,125,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,Y,17.233333,37.3,35,Queens College Near Road,New York
